x_1 x_2 y
0.9661825365281306 0.07942271402035933 1
-0.2825291816519571 -0.36855797639328003 -1
-0.67227932818361 0.4702648001840675 -1
0.4064484535182334 -0.9524882093159652 -1
-0.7954283305730432 1.25367192148627 1
1.2351242238287572 1.048155876131751 1
0.6838988108645779 -0.7310624293403356 -1
-1.2030084930352243 -0.10184080608689729 -1
0.8940664998479801 0.3416405878469004 1
0.00970071698455757 -0.2518855146397944 -1
-1.86848588760254 -1.3234869029774015 -1
-0.9870503966532458 -1.5313706696450031 -1
-0.9349279015660134 0.402075974418877 -1
0.6169603379970672 -0.11423637837245533 -1
1.3029092900312937 -0.4941300813031813 1
-0.5681495508017231 0.6106686632806263 -1
-0.33599999895823224 1.556544496760096 1
-0.1918542388615706 -1.6273024258505746 -1
1.284708781172791 0.8508712414233051 1
0.20382431464240958 0.20153278080028103 -1
-2.260240185357139 -1.6902125751964978 -1
1.0355815887917577 -1.5868210772584492 -1
0.9100934387462254 0.6376990945092793 1
-0.2374214970147305 -1.1154069267643472 -1
-0.7491756454037041 -1.2528659279705325 -1
0.14730332005763241 0.019046365917943182 -1
0.295498849230619 -0.005437231735203817 -1
-0.16992037250817768 0.5704045464691676 1
1.0266606649116172 0.1893829522519447 1
-1.1358603917626404 -0.977933754129666 -1
-0.28830041865494366 1.1919002522826099 1
1.9967044641617024 -0.2666714061985763 1
0.41764499787589787 1.7684052290045291 1
-0.4164209045835209 1.436865727012181 1
0.7896193331339569 -1.1459332848658106 -1
0.5823973859439475 1.554524503264621 1
-0.05378988261384141 1.7451469957906904 1
-0.9090088522493601 0.6604302148732041 -1
0.7603247948478156 0.783012453045173 1
-0.3396915069198509 -1.4124496785264113 -1
0.8429248028417851 -0.015464724403765104 1
0.29502585386194424 -0.5011437005500748 -1
0.16016934160868815 -0.22975533102816947 -1
0.4374047452219272 -1.2886232170494383 -1
0.14189827645157374 -0.8294350598209471 -1
-0.8440672485772053 -0.7153554867342817 -1
-0.9534148223063912 1.155146167220709 -1
