x_1 x_2 y
-0.24067357181157467 0.965009578629072 1
-0.14390880676507267 1.950919722936868 1
1.6950746856257755 0.21068685354930172 -1
-1.136361910272218 -0.9457800979766033 1
1.0178379355295566 1.5961746450264918 -1
2.0329348440938153 1.5008344715596327 1
0.8774554653294422 1.7273045765848702 -1
0.4908421920439562 1.550698829787884 -1
1.4680973547970608 0.27344362342008655 -1
0.5147404240064954 2.3167482472340515 1
0.304537112207649 1.7854942874504964 -1
-1.581166376463592 -2.8157727433695614 1
-0.45380526059292436 2.0369626332793063 1
2.0972158330319637 0.6544900009208307 1
2.0334329627713603 0.05189450241242999 1
0.14617765221170642 1.7354848925943336 -1
-0.6021428383175196 -0.02548325322502687 1
-0.006129076356412799 0.7647102861002127 1
-0.35289756533163685 1.2814773932354968 1
1.173869237778112 0.029684782212952565 -1
-0.08061436477671702 1.4745527107813063 1
1.3891978963817244 0.6276839490611064 -1
1.2447009364686203 0.7351851352318387 -1
1.7270220917944705 1.637220137109055 -1
0.6779413707142659 0.9150641752290443 -1
0.21417787561965762 0.6587557230836865 -1
0.5164903682298028 1.5467216746329866 -1
1.4060165048315396 0.35938218603943817 -1
1.5929371750566825 1.0346080788319625 -1
-0.20768092731457344 2.200100204674268 1
1.0809731718885878 -0.282611207977155 1
0.3234268558173631 0.48902650053032615 -1
1.2136117530614001 1.0695352446268185 -1
0.6483648634147681 1.479116357297375 -1
1.0338029535203308 0.5164703503344354 -1
1.9386729171255652 3.3121692525566555 1
0.855655612468924 2.1272899846384483 1
1.7299544135213447 0.8640867252203673 -1
0.856901033841383 2.114206664013496 1
-0.33930210993164467 0.2857213991302715 1
0.8489786342177201 0.7861059034255669 -1
1.147374862092112 1.1713663420606084 -1
1.1927776951046878 2.492080083208691 1
0.1429181673574671 1.0155853257528749 -1
1.2354941859427577 0.5970336094073655 -1
2.070135108205271 2.686304854267341 1
0.458201751686209 -0.5840716733202032 1
0.40663314268449413 1.420119417599195 -1
0.8155165343519909 1.3472314331698583 -1
0.3262276712285247 1.29030421744796 -1
1.3014949996117617 1.2806178147915181 -1
1.4316600803909256 1.305634675894074 -1
2.3394392053530915 0.9413278650024384 1
0.5753729898897306 -0.6202375173063501 1
1.9593490305599028 1.9081555565784178 -1
-0.4715482292237363 -0.1681780119458789 1
2.366412116700773 0.7529757387225029 1
3.823857220168713 3.6758084935294093 1
1.272356183387107 1.6428886827597 -1
2.3327110854697777 2.350223392583342 1
1.472105787649801 0.6864602986073884 -1
2.0301497125180106 -0.2070907369806485 1
1.1793812374219286 -0.09621023925802485 1
2.131189710236722 -1.1532874090001566 1
1.8202479163694374 1.0788432555249585 -1
0.4621281065816498 1.1860933833404095 -1
1.253485469535513 1.0283251478329438 -1
2.3108873378217165 1.856027281700121 1
0.27735943528099016 -0.02565309756257461 1
1.7585563587958326 3.2201714285393095 1
3.4563940937694135 0.6338354235331536 1
1.7702775189957887 1.1956923733419487 -1
2.0067665712032507 2.218877155564366 1
0.9614629572659469 3.1405461592728368 1
0.5662074739330186 0.9698385567695065 -1
1.3895785233302478 1.347417170095906 -1
0.9453270284842807 -0.22915088265472194 1
-0.05090888178776187 0.6766353818993924 1
1.2706934619089176 1.273061598044171 -1
0.7262311862338557 -0.24012447998174413 1
-0.11176889727564676 0.12469445225401132 1
-0.03705547634230233 1.6250650740043184 1
0.3795591907417184 1.0666693757653363 -1
-0.6844845326679101 2.8078594996051214 1
0.04660657413681868 0.6285270569565778 -1
-1.177293216970622 1.9091669306563506 1
1.7971003141640565 0.3781760301692345 -1
1.2224213671523352 1.6395441111649132 -1
1.217908877390973 -0.5317847591276763 1
0.1319725140279019 0.2729915845932942 -1
0.3237504724132091 -1.2309769773476482 1
2.832121091791022 1.8582874192435994 1
-0.11189324055527661 -0.15916814417659153 1
0.9529729888278679 0.17193382558777448 -1
0.6742907301121491 -0.6023093819934762 1
2.398870562109469 0.31440452645999006 1
1.6560936836434226 0.7808480169797499 -1
2.029891879260962 -0.10445885337751415 1
1.1271518425182108 0.6639600562691771 -1
1.113517416291474 0.20263055761468884 -1
1.2373320794234794 1.2070459884305058 -1
1.7516773917337627 0.8992468632547316 -1
0.84565586914397 0.1643522580475052 -1
-0.14867270570048818 0.5358051967813244 1
1.9452913755108174 0.9919052039693351 -1
1.3256293262257763 0.0310171032560963 -1
2.1513270783007723 1.8800314823781301 1
1.2227525986080487 0.6114380318876242 -1
1.9982453828139628 0.5796950730930768 -1
2.04691714334295 1.2585298243619678 1
1.725128536266769 -0.07903091403669249 1
0.934087151290947 1.7741478328477096 -1
1.311554771640067 3.1057612118402838 1
1.9902301832166285 1.1793484608552312 -1
2.3316442957854293 1.8552652656202206 1
1.9969776954477938 1.4562531450702103 -1
1.9628784570737472 1.3645641517803522 -1
1.8149338993297737 2.8661578589472683 1
-0.1201214138325104 0.938933287849913 1
1.8352569308956026 -0.3645003774459943 1
